Orders,Activity,Timestamp,Items,Customers,Packages,amount_of_items
991942,7,2020-05-08 16:29:46,['887945'],10,,1
991947,7,2020-05-08 16:35:27,['887961'],5,,1
991949,0,2020-05-08 16:48:49,"['887965', '887967', '887966']",13,,3
991949,7,2020-05-08 16:54:24,['887966'],13,,1
991952,8,2020-05-08 17:34:26,"['887972', '887973']",4,,2
991903,10,2020-05-08 17:46:36,"['887897', '887767', '887899', '887900', '887901']",9,661265,5
991932,10,2020-05-08 17:46:36,"['887897', '887767', '887899', '887900', '887901']",9,661265,5
991906,9,2020-05-08 17:58:06,['887784'],3,,1
991893,7,2020-05-08 18:20:34,['887733'],9,,1
991953,8,2020-05-08 19:28:39,"['887978', '887977', '887975', '887976', '887974']",12,,5
991941,5,2020-05-08 20:59:50,"['887939', '887940', '887941']",10,,3
991930,4,2020-05-08 22:20:56,"['887893', '887918', '887843', '887845', '887891', '887892', '887894', '887844', '887921']",12,661262,9
991935,4,2020-05-08 22:20:56,"['887893', '887918', '887843', '887845', '887891', '887892', '887894', '887844', '887921']",12,661262,9
991921,4,2020-05-08 22:20:56,"['887893', '887918', '887843', '887845', '887891', '887892', '887894', '887844', '887921']",12,661262,9
991954,8,2020-05-08 22:36:53,"['887979', '887980']",8,,2
991929,1,2020-05-09 01:00:00,"['887890', '887888', '887885', '887889', '887884']",15,661267,5
991955,8,2020-05-09 18:41:12,"['887984', '887986', '887985', '887982', '887983', '887981']",15,,6
991956,8,2020-05-10 19:16:18,"['887993', '887990', '887987', '887989', '887988', '887991', '887992']",16,,7
991940,7,2020-05-11 08:23:51,['887938'],6,,1
991956,7,2020-05-11 08:49:00,['887987'],16,,1
991957,8,2020-05-11 08:56:19,"['887995', '887994', '887997', '887996']",5,,4
991934,3,2020-05-11 09:08:14,['887914'],5,,1
991928,7,2020-05-11 09:12:31,['887883'],12,,1
991950,0,2020-05-11 09:21:17,"['887969', '887968']",6,,2
991932,7,2020-05-11 09:24:33,['887898'],9,,1
991955,7,2020-05-11 09:28:10,['887986'],15,,1
991952,0,2020-05-11 09:29:30,"['887972', '887973']",4,,2
991949,7,2020-05-11 09:32:34,['887967'],13,,1
991937,1,2020-05-11 09:32:34,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991934,1,2020-05-11 09:32:34,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991911,1,2020-05-11 09:32:34,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991947,1,2020-05-11 09:32:34,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991927,7,2020-05-11 09:32:38,['887878'],16,,1
991943,0,2020-05-11 09:35:03,"['887949', '887950']",7,,2
991942,3,2020-05-11 09:36:26,['887947'],10,,1
991949,7,2020-05-11 09:42:01,['887965'],13,,1
991954,0,2020-05-11 09:44:11,"['887979', '887980']",8,,2
991943,7,2020-05-11 09:45:51,['887950'],7,,1
991950,3,2020-05-11 09:52:24,['887968'],6,,1
991936,9,2020-05-11 09:58:06,['887922'],14,,1
991903,4,2020-05-11 10:03:35,"['887897', '887767', '887899', '887900', '887901']",9,661265,5
991932,4,2020-05-11 10:03:35,"['887897', '887767', '887899', '887900', '887901']",9,661265,5
991957,7,2020-05-11 10:05:35,['887996'],5,,1
991927,5,2020-05-11 10:18:06,"['887879', '887876', '887880', '887877', '887875', '887878', '887874']",16,,7
991957,0,2020-05-11 10:20:05,"['887995', '887994', '887997', '887996']",5,,4
991953,3,2020-05-11 10:34:03,['887976'],12,,1
991942,7,2020-05-11 10:39:30,['887948'],10,,1
991906,10,2020-05-11 10:47:38,"['887743', '887935', '887781']",3,661263,3
991939,10,2020-05-11 10:47:38,"['887743', '887935', '887781']",3,661263,3
991895,10,2020-05-11 10:47:38,"['887743', '887935', '887781']",3,661263,3
991951,7,2020-05-11 10:57:09,['887970'],9,,1
991958,8,2020-05-11 11:14:15,"['888000', '888001', '888002', '887998', '887999']",3,,5
991944,7,2020-05-11 11:17:54,['887951'],7,,1
991934,5,2020-05-11 11:25:14,"['887906', '887907', '887908', '887912', '887913', '887905', '887910', '887911', '887915', '887914', '887909', '887917', '887916']",5,,13
991942,0,2020-05-11 11:30:37,"['887943', '887942', '887944', '887948', '887946', '887945', '887947']",10,,7
991947,0,2020-05-11 11:46:15,"['887959', '887960', '887961']",5,,3
991939,7,2020-05-11 12:13:19,['887931'],3,,1
991959,8,2020-05-11 12:48:18,"['888004', '888003', '888005']",3,,3
991956,7,2020-05-11 12:58:09,['887989'],16,,1
991938,5,2020-05-11 13:55:29,['887928'],11,,1
991953,7,2020-05-11 13:56:13,['887977'],12,,1
991929,7,2020-05-11 14:09:42,['887887'],15,,1
991958,7,2020-05-11 14:14:57,['888002'],3,,1
991955,3,2020-05-11 14:17:47,['887983'],15,,1
991944,0,2020-05-11 14:20:16,"['887952', '887953', '887951']",7,,3
991918,5,2020-05-11 14:27:00,"['887831', '887830', '887829']",16,,3
991901,7,2020-05-11 14:27:31,['887763'],2,,1
991960,8,2020-05-11 14:56:23,"['888006', '888009', '888007', '888011', '888010', '888008']",4,,6
991900,5,2020-05-11 14:56:41,['887762'],12,,1
991956,7,2020-05-11 15:01:12,['887993'],16,,1
991937,10,2020-05-11 15:03:37,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991934,10,2020-05-11 15:03:37,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991911,10,2020-05-11 15:03:37,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991947,10,2020-05-11 15:03:37,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991906,7,2020-05-11 15:29:08,['887783'],3,,1
991891,1,2020-05-11 15:29:08,['887717'],8,661269,1
991958,0,2020-05-11 15:59:01,"['888000', '888001', '888002', '887998', '887999']",3,,5
991960,0,2020-05-11 16:01:50,"['888006', '888009', '888007', '888011', '888010', '888008']",4,,6
991915,10,2020-05-11 16:17:52,"['887903', '887752', '887904', '887820', '887902']",2,661266,5
991933,10,2020-05-11 16:17:52,"['887903', '887752', '887904', '887820', '887902']",2,661266,5
991897,10,2020-05-11 16:17:52,"['887903', '887752', '887904', '887820', '887902']",2,661266,5
991956,0,2020-05-11 16:24:44,"['887993', '887990', '887987', '887989', '887988', '887991', '887992']",16,,7
991955,7,2020-05-11 16:40:31,['887982'],15,,1
991956,1,2020-05-11 16:40:31,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991918,1,2020-05-11 16:40:31,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991927,1,2020-05-11 16:40:31,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991952,7,2020-05-11 16:43:01,['887973'],4,,1
991924,5,2020-05-11 16:43:22,"['887860', '887857', '887858', '887856', '887859']",13,,5
991934,7,2020-05-11 16:53:53,['887909'],5,,1
991929,10,2020-05-11 16:55:05,"['887890', '887888', '887885', '887889', '887884']",15,661267,5
991957,7,2020-05-11 16:59:09,['887997'],5,,1
991946,5,2020-05-11 17:01:52,"['887957', '887958']",15,,2
991961,8,2020-05-11 17:12:34,"['888012', '888013']",2,,2
991950,7,2020-05-11 17:37:27,['887969'],6,,1
991959,7,2020-05-11 18:04:32,['888005'],3,,1
991955,3,2020-05-11 18:09:31,['887981'],15,,1
991962,8,2020-05-11 18:44:55,"['888014', '888017', '888016', '888015']",7,,4
991906,2,2020-05-11 18:51:11,"['887743', '887935', '887781']",3,661263,3
991939,2,2020-05-11 18:51:11,"['887743', '887935', '887781']",3,661263,3
991895,2,2020-05-11 18:51:11,"['887743', '887935', '887781']",3,661263,3
991960,7,2020-05-11 19:20:25,['888008'],4,,1
991929,4,2020-05-11 19:40:50,"['887890', '887888', '887885', '887889', '887884']",15,661267,5
991963,8,2020-05-11 21:54:20,"['888021', '888020', '888019', '888018']",14,,4
991934,9,2020-05-11 22:05:22,['887914'],5,,1
991964,8,2020-05-12 07:43:54,"['888022', '888024', '888023', '888025']",4,,4
991942,9,2020-05-12 08:09:34,['887942'],10,,1
991915,4,2020-05-12 09:13:58,"['887903', '887752', '887904', '887820', '887902']",2,661266,5
991933,4,2020-05-12 09:13:58,"['887903', '887752', '887904', '887820', '887902']",2,661266,5
991897,4,2020-05-12 09:13:58,"['887903', '887752', '887904', '887820', '887902']",2,661266,5
991954,7,2020-05-12 09:18:35,['887980'],8,,1
991937,7,2020-05-12 09:23:35,['887926'],5,,1
991925,1,2020-05-12 09:23:35,"['887861', '887868', '887863']",1,661271,3
991916,9,2020-05-12 09:28:14,['887823'],0,,1
991955,7,2020-05-12 09:43:42,['887985'],15,,1
991939,5,2020-05-12 09:49:56,"['887930', '887933', '887935', '887929', '887934', '887932', '887931']",3,,7
991906,4,2020-05-12 10:09:26,"['887743', '887935', '887781']",3,661263,3
991939,4,2020-05-12 10:09:26,"['887743', '887935', '887781']",3,661263,3
991895,4,2020-05-12 10:09:26,"['887743', '887935', '887781']",3,661263,3
991963,0,2020-05-12 10:12:06,"['888021', '888020', '888019', '888018']",14,,4
991884,6,2020-05-12 10:12:41,"['887685', '887687', '887684', '887686']",0,,4
991934,7,2020-05-12 10:13:17,['887915'],5,,1
991929,7,2020-05-12 10:18:13,['887886'],15,,1
991941,1,2020-05-12 10:18:13,"['887944', '887946', '887945', '887948', '887941', '887754']",10,661272,6
991942,1,2020-05-12 10:18:13,"['887944', '887946', '887945', '887948', '887941', '887754']",10,661272,6
991898,1,2020-05-12 10:18:13,"['887944', '887946', '887945', '887948', '887941', '887754']",10,661272,6
991934,7,2020-05-12 10:22:02,['887905'],5,,1
991959,0,2020-05-12 10:23:39,"['888004', '888003', '888005']",3,,3
991964,7,2020-05-12 10:30:09,['888025'],4,,1
991937,2,2020-05-12 10:30:29,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991934,2,2020-05-12 10:30:29,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991911,2,2020-05-12 10:30:29,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991947,2,2020-05-12 10:30:29,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991965,8,2020-05-12 10:32:05,['888026'],5,,1
991925,10,2020-05-12 10:39:09,"['887861', '887868', '887863']",1,661271,3
991960,7,2020-05-12 10:40:14,['888009'],4,,1
991921,5,2020-05-12 10:46:39,"['887845', '887844', '887843']",12,,3
991962,0,2020-05-12 10:52:49,"['888014', '888017', '888016', '888015']",7,,4
991942,9,2020-05-12 10:54:45,['887947'],10,,1
991957,7,2020-05-12 10:55:04,['887994'],5,,1
991961,7,2020-05-12 10:57:41,['888012'],2,,1
991955,7,2020-05-12 11:03:11,['887984'],15,,1
991914,1,2020-05-12 11:03:11,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991943,1,2020-05-12 11:03:11,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991944,1,2020-05-12 11:03:11,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991951,0,2020-05-12 11:09:35,"['887971', '887970']",9,,2
991949,5,2020-05-12 11:21:40,"['887965', '887967', '887966']",13,,3
991960,7,2020-05-12 11:22:27,['888011'],4,,1
991939,7,2020-05-12 11:23:12,['887929'],3,,1
991942,9,2020-05-12 11:23:30,['887943'],10,,1
991960,7,2020-05-12 11:35:40,['888007'],4,,1
991958,7,2020-05-12 11:36:31,['887998'],3,,1
991965,0,2020-05-12 11:40:42,['888026'],5,,1
991961,7,2020-05-12 11:48:31,['888013'],2,,1
991912,1,2020-05-12 11:48:31,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991964,1,2020-05-12 11:48:31,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991960,1,2020-05-12 11:48:31,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991952,1,2020-05-12 11:48:31,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991919,1,2020-05-12 11:48:31,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991964,0,2020-05-12 11:53:09,"['888022', '888024', '888023', '888025']",4,,4
991939,3,2020-05-12 11:53:40,['887933'],3,,1
991955,9,2020-05-12 11:53:48,['887981'],15,,1
991964,7,2020-05-12 11:54:34,['888024'],4,,1
991957,7,2020-05-12 11:58:09,['887995'],5,,1
991956,7,2020-05-12 11:58:44,['887990'],16,,1
991911,7,2020-05-12 11:59:12,['887800'],5,,1
991962,7,2020-05-12 11:59:17,['888017'],7,,1
991966,8,2020-05-12 12:23:57,"['888027', '888029', '888028']",11,,3
991952,5,2020-05-12 12:24:32,"['887972', '887973']",4,,2
991956,10,2020-05-12 12:27:11,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991918,10,2020-05-12 12:27:11,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991927,10,2020-05-12 12:27:11,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991964,7,2020-05-12 12:29:37,['888022'],4,,1
991963,5,2020-05-12 12:38:14,"['888021', '888020', '888019', '888018']",14,,4
991931,7,2020-05-12 12:44:13,['887895'],13,,1
991953,0,2020-05-12 13:32:42,"['887978', '887977', '887975', '887976', '887974']",12,,5
991958,3,2020-05-12 13:50:40,['888001'],3,,1
991950,9,2020-05-12 13:56:02,['887968'],6,,1
991967,8,2020-05-12 14:07:42,"['888034', '888031', '888033', '888030', '888032']",13,,5
991885,6,2020-05-12 14:09:34,"['887691', '887692', '887688', '887690', '887689']",8,,5
991942,7,2020-05-12 14:16:35,['887942'],10,,1
991931,1,2020-05-12 14:16:35,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991920,1,2020-05-12 14:16:35,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991949,1,2020-05-12 14:16:35,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991919,7,2020-05-12 14:43:04,['887834'],4,,1
991932,3,2020-05-12 14:47:01,['887896'],9,,1
991948,5,2020-05-12 14:48:14,"['887963', '887962', '887964']",3,,3
991951,7,2020-05-12 14:50:20,['887971'],9,,1
991959,7,2020-05-12 14:56:15,['888004'],3,,1
991891,10,2020-05-12 14:56:36,['887717'],8,661269,1
991967,0,2020-05-12 14:56:39,"['888034', '888031', '888033', '888030', '888032']",13,,5
991956,4,2020-05-12 15:24:10,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991918,4,2020-05-12 15:24:10,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991927,4,2020-05-12 15:24:10,"['887876', '887987', '887878', '887875', '887874', '887993', '887831', '887989']",16,661270,8
991953,7,2020-05-12 15:25:20,['887978'],12,,1
991958,7,2020-05-12 15:26:13,['888000'],3,,1
991912,7,2020-05-12 15:28:37,['887809'],4,,1
991938,1,2020-05-12 15:28:37,['887928'],11,661276,1
991914,10,2020-05-12 15:32:22,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991943,10,2020-05-12 15:32:22,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991944,10,2020-05-12 15:32:22,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991968,8,2020-05-12 15:35:11,"['888037', '888036', '888035', '888038', '888039']",4,,5
991966,7,2020-05-12 15:56:07,['888027'],11,,1
991907,1,2020-05-12 15:56:07,['887786'],14,661277,1
991968,7,2020-05-12 15:59:53,['888035'],4,,1
991953,1,2020-05-12 15:59:53,"['887978', '887977', '887883', '887919', '887882', '887881']",12,661278,6
991928,1,2020-05-12 15:59:53,"['887978', '887977', '887883', '887919', '887882', '887881']",12,661278,6
991935,1,2020-05-12 15:59:53,"['887978', '887977', '887883', '887919', '887882', '887881']",12,661278,6
991931,10,2020-05-12 16:16:09,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991920,10,2020-05-12 16:16:09,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991949,10,2020-05-12 16:16:09,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991906,5,2020-05-12 16:24:19,"['887784', '887782', '887783', '887781']",3,,4
991911,9,2020-05-12 16:24:30,['887801'],5,,1
991966,7,2020-05-12 16:26:07,['888028'],11,,1
991965,7,2020-05-12 16:29:09,['888026'],5,,1
991932,5,2020-05-12 16:49:33,"['887897', '887898', '887896', '887899', '887900', '887901']",9,,6
991961,0,2020-05-12 16:52:28,"['888012', '888013']",2,,2
991935,3,2020-05-12 16:57:54,['887920'],12,,1
991953,5,2020-05-12 17:00:27,"['887978', '887977', '887975', '887976', '887974']",12,,5
991956,7,2020-05-12 17:16:55,['887992'],16,,1
991914,5,2020-05-12 17:19:37,"['887818', '887815', '887816', '887817']",7,,4
991953,9,2020-05-12 17:23:05,['887976'],12,,1
991969,8,2020-05-12 17:30:09,"['888044', '888043', '888045', '888041', '888040', '888042']",9,,6
991891,4,2020-05-12 17:36:19,['887717'],8,661269,1
991893,7,2020-05-12 17:36:20,['887730'],9,,1
991922,7,2020-05-12 17:42:22,['887846'],6,,1
991915,7,2020-05-12 18:12:56,['887822'],2,,1
991940,1,2020-05-12 18:12:56,"['887969', '887846', '887938', '887955']",6,661279,4
991922,1,2020-05-12 18:12:56,"['887969', '887846', '887938', '887955']",6,661279,4
991950,1,2020-05-12 18:12:56,"['887969', '887846', '887938', '887955']",6,661279,4
991945,1,2020-05-12 18:12:56,"['887969', '887846', '887938', '887955']",6,661279,4
991968,7,2020-05-12 18:17:52,['888038'],4,,1
991966,0,2020-05-12 18:20:21,"['888027', '888029', '888028']",11,,3
991968,7,2020-05-12 18:30:11,['888037'],4,,1
991963,7,2020-05-12 18:39:05,['888019'],14,,1
991931,4,2020-05-12 18:40:33,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991920,4,2020-05-12 18:40:33,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991949,4,2020-05-12 18:40:33,"['887965', '887841', '887967', '887966', '887895', '887842']",13,661275,6
991955,0,2020-05-12 18:40:33,"['887984', '887986', '887985', '887982', '887983', '887981']",15,,6
991970,8,2020-05-12 19:20:06,"['888048', '888046', '888047']",8,,3
991938,10,2020-05-12 19:22:11,['887928'],11,661276,1
991948,7,2020-05-12 19:48:28,['887963'],3,,1
991906,1,2020-05-12 19:48:28,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991958,1,2020-05-12 19:48:28,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991948,1,2020-05-12 19:48:28,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991959,1,2020-05-12 19:48:28,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991939,1,2020-05-12 19:48:28,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991962,7,2020-05-12 19:52:46,['888015'],7,,1
991963,7,2020-05-12 20:05:57,['888020'],14,,1
991959,3,2020-05-12 22:13:11,['888003'],3,,1
991971,8,2020-05-12 22:19:47,"['888049', '888052', '888056', '888053', '888054', '888051', '888050', '888055']",3,,8
991972,8,2020-05-13 08:31:08,"['888058', '888057']",9,,2
991914,4,2020-05-13 08:40:30,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991943,4,2020-05-13 08:40:30,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991944,4,2020-05-13 08:40:30,"['887952', '887949', '887815', '887950', '887951']",7,661273,5
991938,2,2020-05-13 08:44:35,['887928'],11,661276,1
991947,5,2020-05-13 08:47:35,"['887959', '887960', '887961']",5,,3
991970,7,2020-05-13 08:49:36,['888047'],8,,1
991957,5,2020-05-13 08:52:41,"['887995', '887994', '887997', '887996']",5,,4
991939,7,2020-05-13 09:08:30,['887934'],3,,1
991971,7,2020-05-13 09:10:07,['888049'],3,,1
991946,7,2020-05-13 09:13:40,['887958'],15,,1
991958,9,2020-05-13 09:36:13,['888001'],3,,1
991954,7,2020-05-13 09:44:16,['887979'],8,,1
991885,5,2020-05-13 09:44:39,"['887691', '887692', '887688', '887690', '887689']",8,,5
991972,0,2020-05-13 09:46:24,"['888058', '888057']",9,,2
991872,5,2020-05-13 09:46:53,"['887637', '887635', '887636', '887634']",14,,4
991925,2,2020-05-13 09:49:56,"['887861', '887868', '887863']",1,661271,3
991953,7,2020-05-13 09:55:05,['887975'],12,,1
991906,10,2020-05-13 10:06:48,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991958,10,2020-05-13 10:06:48,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991948,10,2020-05-13 10:06:48,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991959,10,2020-05-13 10:06:48,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991939,10,2020-05-13 10:06:48,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991972,7,2020-05-13 10:14:46,['888058'],9,,1
991967,7,2020-05-13 10:22:39,['888034'],13,,1
991953,10,2020-05-13 10:31:08,"['887978', '887977', '887883', '887919', '887882', '887881']",12,661278,6
991928,10,2020-05-13 10:31:08,"['887978', '887977', '887883', '887919', '887882', '887881']",12,661278,6
991935,10,2020-05-13 10:31:08,"['887978', '887977', '887883', '887919', '887882', '887881']",12,661278,6
991971,7,2020-05-13 10:34:25,['888055'],3,,1
991973,8,2020-05-13 10:36:30,"['888064', '888059', '888060', '888063', '888061', '888062']",4,,6
991941,10,2020-05-13 10:42:21,"['887944', '887946', '887945', '887948', '887941', '887754']",10,661272,6
991942,10,2020-05-13 10:42:21,"['887944', '887946', '887945', '887948', '887941', '887754']",10,661272,6
991898,10,2020-05-13 10:42:21,"['887944', '887946', '887945', '887948', '887941', '887754']",10,661272,6
991973,7,2020-05-13 10:48:25,['888059'],4,,1
991893,1,2020-05-13 10:48:25,"['887971', '887898', '887970', '888058', '887730', '887733']",9,661281,6
991932,1,2020-05-13 10:48:25,"['887971', '887898', '887970', '888058', '887730', '887733']",9,661281,6
991951,1,2020-05-13 10:48:25,"['887971', '887898', '887970', '888058', '887730', '887733']",9,661281,6
991972,1,2020-05-13 10:48:25,"['887971', '887898', '887970', '888058', '887730', '887733']",9,661281,6
991925,4,2020-05-13 11:21:23,"['887861', '887868', '887863']",1,661271,3
991960,3,2020-05-13 11:22:47,['888006'],4,,1
991969,7,2020-05-13 11:26:17,['888041'],9,,1
991940,10,2020-05-13 11:31:51,"['887969', '887846', '887938', '887955']",6,661279,4
991922,10,2020-05-13 11:31:51,"['887969', '887846', '887938', '887955']",6,661279,4
991950,10,2020-05-13 11:31:51,"['887969', '887846', '887938', '887955']",6,661279,4
991945,10,2020-05-13 11:31:51,"['887969', '887846', '887938', '887955']",6,661279,4
991912,10,2020-05-13 11:32:33,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991964,10,2020-05-13 11:32:33,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991960,10,2020-05-13 11:32:33,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991952,10,2020-05-13 11:32:33,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991919,10,2020-05-13 11:32:33,"['887811', '887836', '888009', '888011', '888008', '888025', '888007', '887973']",4,661274,8
991971,7,2020-05-13 11:40:29,['888053'],3,,1
991968,0,2020-05-13 11:54:25,"['888037', '888036', '888035', '888038', '888039']",4,,5
991969,7,2020-05-13 11:55:45,['888044'],9,,1
991946,9,2020-05-13 11:58:06,['887957'],15,,1
991974,8,2020-05-13 12:32:47,"['888066', '888065']",13,,2
991961,5,2020-05-13 12:39:02,"['888012', '888013']",2,,2
991956,7,2020-05-13 12:39:29,['887988'],16,,1
991969,7,2020-05-13 12:49:34,['888042'],9,,1
991939,9,2020-05-13 13:04:52,['887933'],3,,1
991973,7,2020-05-13 13:18:01,['888063'],4,,1
991955,1,2020-05-13 13:18:01,"['887984', '887986', '887958', '887887', '887985', '887982', '887886']",15,661282,7
991946,1,2020-05-13 13:18:01,"['887984', '887986', '887958', '887887', '887985', '887982', '887886']",15,661282,7
991929,1,2020-05-13 13:18:01,"['887984', '887986', '887958', '887887', '887985', '887982', '887886']",15,661282,7
991973,3,2020-05-13 13:19:31,['888062'],4,,1
991906,2,2020-05-13 13:25:55,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991958,2,2020-05-13 13:25:55,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991948,2,2020-05-13 13:25:55,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991959,2,2020-05-13 13:25:55,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991939,2,2020-05-13 13:25:55,"['888005', '888004', '887998', '887783', '888002', '887929', '887932', '887931', '888000', '887963', '887962', '887964']",3,661280,12
991937,2,2020-05-13 13:47:50,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991934,2,2020-05-13 13:47:50,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991911,2,2020-05-13 13:47:50,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991947,2,2020-05-13 13:47:50,"['887907', '887913', '887912', '887908', '887927', '887802', '887960', '887805', '887799', '887910', '887911', '887959', '887925', '887917', '887961']",5,661268,15
991975,8,2020-05-13 14:25:22,"['888068', '888067', '888069', '888070']",8,,4
991969,7,2020-05-13 14:26:09,['888045'],9,,1
991907,10,2020-05-13 14:35:55,['887786'],14,661277,1
991971,7,2020-05-13 14:36:21,['888052'],3,,1
991960,7,2020-05-13 14:47:56,['888010'],4,,1
991925,7,2020-05-13 15:05:32,['887869'],1,,1
991941,7,2020-05-13 15:09:42,['887940'],10,,1
991915,7,2020-05-13 15:10:07,['887821'],2,,1
991973,7,2020-05-13 15:15:58,['888061'],4,,1
