,Case_ID,Activity,Timestamp,Items,Customers,Orders
3905,661185,G,2020-03-30 19:34:42,"['887431', '887264', '887267']",l,"['991776', '991823']"
3906,661185,H,2020-03-31 15:35:02,"['887431', '887264', '887267']",l,"['991776', '991823']"
3907,661185,J,2020-03-31 19:35:33,"['887431', '887264', '887267']",l,"['991776', '991823']"
3908,661186,G,2020-03-31 09:19:25,"['887399', '887385', '887406', '887372', '887355', '887343', '887386', '887405', '887370', '887345', '887397', '887398', '887404', '887388', '887373', '887356']",k,"['991806', '991797', '991813', '991810', '991801']"
3909,661186,H,2020-03-31 11:26:42,"['887399', '887385', '887406', '887372', '887355', '887343', '887386', '887405', '887370', '887345', '887397', '887398', '887404', '887388', '887373', '887356']",k,"['991806', '991797', '991813', '991810', '991801']"
3910,661186,J,2020-03-31 14:33:58,"['887399', '887385', '887406', '887372', '887355', '887343', '887386', '887405', '887370', '887345', '887397', '887398', '887404', '887388', '887373', '887356']",k,"['991806', '991797', '991813', '991810', '991801']"
3911,661187,G,2020-03-31 16:57:48,"['887206', '887334', '887332']",b,"['991760', '991795']"
3912,661187,H,2020-04-01 18:57:24,"['887206', '887334', '887332']",b,"['991760', '991795']"
3913,661187,J,2020-04-02 09:33:32,"['887206', '887334', '887332']",b,"['991760', '991795']"
3914,661188,G,2020-03-31 19:29:52,"['887476', '887477', '887296', '887427', '887295', '887426', '887425']",j,"['991835', '991820', '991821', '991785']"
3915,661188,H,2020-04-01 17:51:41,"['887476', '887477', '887296', '887427', '887295', '887426', '887425']",j,"['991835', '991820', '991821', '991785']"
3916,661188,J,2020-04-02 12:51:09,"['887476', '887477', '887296', '887427', '887295', '887426', '887425']",j,"['991835', '991820', '991821', '991785']"
3917,661189,G,2020-04-01 10:01:57,"['887375', '887438', '887118', '887455', '887454', '887376', '887383', '887456', '887384', '887436']",o,"['991825', '991807', '991809', '991736', '991830']"
3918,661189,H,2020-04-01 15:49:55,"['887375', '887438', '887118', '887455', '887454', '887376', '887383', '887456', '887384', '887436']",o,"['991825', '991807', '991809', '991736', '991830']"
3919,661189,I,2020-04-01 17:10:47,"['887375', '887438', '887118', '887455', '887454', '887376', '887383', '887456', '887384', '887436']",o,"['991825', '991807', '991809', '991736', '991830']"
3920,661189,J,2020-04-02 12:06:07,"['887375', '887438', '887118', '887455', '887454', '887376', '887383', '887456', '887384', '887436']",o,"['991825', '991807', '991809', '991736', '991830']"
3921,661190,G,2020-04-01 12:26:15,"['887408', '887153', '887407']",e,"['991745', '991814']"
3922,661190,H,2020-04-01 14:34:59,"['887408', '887153', '887407']",e,"['991745', '991814']"
3923,661190,J,2020-04-02 11:23:46,"['887408', '887153', '887407']",e,"['991745', '991814']"
3924,661191,G,2020-04-01 13:25:04,"['887468', '887215', '887424', '887471', '887422', '887423', '886781', '887470']",q,"['991818', '991819', '991657', '991762', '991833']"
3925,661191,H,2020-04-01 15:52:32,"['887468', '887215', '887424', '887471', '887422', '887423', '886781', '887470']",q,"['991818', '991819', '991657', '991762', '991833']"
3926,661191,I,2020-04-02 15:49:22,"['887468', '887215', '887424', '887471', '887422', '887423', '886781', '887470']",q,"['991818', '991819', '991657', '991762', '991833']"
3927,661191,J,2020-04-03 14:26:56,"['887468', '887215', '887424', '887471', '887422', '887423', '886781', '887470']",q,"['991818', '991819', '991657', '991762', '991833']"
3928,661192,G,2020-04-01 16:37:25,"['887279', '887278']",d,['991780']
3929,661192,H,2020-04-01 20:08:07,"['887279', '887278']",d,['991780']
3930,661192,J,2020-04-02 09:29:40,"['887279', '887278']",d,['991780']
3931,661193,G,2020-04-01 17:25:24,"['887396', '887389', '886906', '887394', '887395', '887391', '887475', '887473', '887270']",i,"['991834', '991812', '991686', '991777', '991811']"
3932,661193,H,2020-04-02 09:54:31,"['887396', '887389', '886906', '887394', '887395', '887391', '887475', '887473', '887270']",i,"['991834', '991812', '991686', '991777', '991811']"
3933,661193,J,2020-04-02 15:13:12,"['887396', '887389', '886906', '887394', '887395', '887391', '887475', '887473', '887270']",i,"['991834', '991812', '991686', '991777', '991811']"
3934,661194,G,2020-04-02 11:08:48,"['887445', '887486', '887420', '887412', '887491', '887409', '887348', '887485']",g,"['991839', '991817', '991815', '991798', '991837', '991827']"
3935,661194,H,2020-04-02 12:58:01,"['887445', '887486', '887420', '887412', '887491', '887409', '887348', '887485']",g,"['991839', '991817', '991815', '991798', '991837', '991827']"
3936,661194,J,2020-04-03 13:40:02,"['887445', '887486', '887420', '887412', '887491', '887409', '887348', '887485']",g,"['991839', '991817', '991815', '991798', '991837', '991827']"
3937,661195,G,2020-04-02 14:30:06,"['887451', '887452', '887072', '887449']",m,"['991725', '991829']"
3938,661195,H,2020-04-03 15:48:30,"['887451', '887452', '887072', '887449']",m,"['991725', '991829']"
3939,661195,J,2020-04-03 21:42:58,"['887451', '887452', '887072', '887449']",m,"['991725', '991829']"
3940,661196,G,2020-04-02 15:48:20,"['887440', '887417', '887444', '887010', '887415', '886827', '887319']",n,"['991792', '991710', '991826', '991816', '991667']"
3941,661196,H,2020-04-03 12:52:15,"['887440', '887417', '887444', '887010', '887415', '886827', '887319']",n,"['991792', '991710', '991826', '991816', '991667']"
3942,661196,I,2020-04-06 17:31:13,"['887440', '887417', '887444', '887010', '887415', '886827', '887319']",n,"['991792', '991710', '991826', '991816', '991667']"
3943,661196,I,2020-04-07 12:19:04,"['887440', '887417', '887444', '887010', '887415', '886827', '887319']",n,"['991792', '991710', '991826', '991816', '991667']"
3944,661196,J,2020-04-07 15:24:08,"['887440', '887417', '887444', '887010', '887415', '886827', '887319']",n,"['991792', '991710', '991826', '991816', '991667']"
3945,661197,G,2020-04-02 17:35:07,"['887483', '887435', '887484', '887482', '887481']",c,"['991824', '991836']"
3946,661197,H,2020-04-06 11:14:30,"['887483', '887435', '887484', '887482', '887481']",c,"['991824', '991836']"
3947,661197,J,2020-04-06 13:22:30,"['887483', '887435', '887484', '887482', '887481']",c,"['991824', '991836']"
3948,661198,G,2020-04-03 10:37:53,"['887430', '887429', '887291', '887465', '887463', '887462']",f,"['991822', '991832', '991784']"
3949,661198,H,2020-04-03 12:20:30,"['887430', '887429', '887291', '887465', '887463', '887462']",f,"['991822', '991832', '991784']"
3950,661198,J,2020-04-03 12:40:10,"['887430', '887429', '887291', '887465', '887463', '887462']",f,"['991822', '991832', '991784']"
3951,661199,G,2020-04-03 16:50:18,"['887461', '887460', '887379', '887458', '887459', '887381']",h,"['991831', '991808']"
3952,661199,H,2020-04-03 18:48:07,"['887461', '887460', '887379', '887458', '887459', '887381']",h,"['991831', '991808']"
3953,661199,I,2020-04-06 11:41:30,"['887461', '887460', '887379', '887458', '887459', '887381']",h,"['991831', '991808']"
3954,661199,J,2020-04-06 12:53:09,"['887461', '887460', '887379', '887458', '887459', '887381']",h,"['991831', '991808']"
3955,661200,G,2020-04-04 01:00:00,"['887403', '887402', '887508', '887506', '887400', '887504', '887387']",k,"['991813', '991844', '991810', '991843']"
3956,661200,H,2020-04-06 11:35:55,"['887403', '887402', '887508', '887506', '887400', '887504', '887387']",k,"['991813', '991844', '991810', '991843']"
3957,661200,I,2020-04-06 16:50:27,"['887403', '887402', '887508', '887506', '887400', '887504', '887387']",k,"['991813', '991844', '991810', '991843']"
3958,661200,J,2020-04-07 12:35:24,"['887403', '887402', '887508', '887506', '887400', '887504', '887387']",k,"['991813', '991844', '991810', '991843']"
3959,661201,G,2020-04-06 14:02:29,"['887496', '887493', '887498', '887499', '887495', '887494', '887500', '887501', '887351', '887497']",a,"['991840', '991799', '991841']"
3960,661201,H,2020-04-07 08:35:29,"['887496', '887493', '887498', '887499', '887495', '887494', '887500', '887501', '887351', '887497']",a,"['991840', '991799', '991841']"
3961,661201,J,2020-04-08 10:38:16,"['887496', '887493', '887498', '887499', '887495', '887494', '887500', '887501', '887351', '887497']",a,"['991840', '991799', '991841']"
3962,661202,G,2020-04-07 11:09:42,"['887541', '887433', '887447', '887448']",l,"['991852', '991828', '991823']"
3963,661202,H,2020-04-08 11:37:33,"['887541', '887433', '887447', '887448']",l,"['991852', '991828', '991823']"
3964,661202,I,2020-04-09 10:21:16,"['887541', '887433', '887447', '887448']",l,"['991852', '991828', '991823']"
3965,661202,I,2020-04-09 16:51:28,"['887541', '887433', '887447', '887448']",l,"['991852', '991828', '991823']"
3966,661202,J,2020-04-10 15:30:57,"['887541', '887433', '887447', '887448']",l,"['991852', '991828', '991823']"
3967,661203,G,2020-04-07 12:02:55,"['887480', '886912']",j,"['991835', '991687']"
3968,661203,H,2020-04-07 13:30:13,"['887480', '886912']",j,"['991835', '991687']"
3969,661203,J,2020-04-07 16:01:16,"['887480', '886912']",j,"['991835', '991687']"
3970,661204,G,2020-04-07 14:29:51,"['887469', '887522', '887467']",q,"['991847', '991833']"
3971,661204,H,2020-04-07 18:04:15,"['887469', '887522', '887467']",q,"['991847', '991833']"
3972,661204,J,2020-04-08 14:09:59,"['887469', '887522', '887467']",q,"['991847', '991833']"
3973,661205,G,2020-04-07 15:04:47,"['887525', '887503', '887532', '887533', '887536', '887523', '887528', '887353', '887502', '887302', '887534']",e,"['991787', '991848', '991842', '991850', '991800']"
3974,661205,H,2020-04-08 17:09:43,"['887525', '887503', '887532', '887533', '887536', '887523', '887528', '887353', '887502', '887302', '887534']",e,"['991787', '991848', '991842', '991850', '991800']"
3975,661205,J,2020-04-09 10:59:23,"['887525', '887503', '887532', '887533', '887536', '887523', '887528', '887353', '887502', '887302', '887534']",e,"['991787', '991848', '991842', '991850', '991800']"
3976,661206,G,2020-04-08 13:14:55,"['887472', '887341', '887390']",i,"['991834', '991796', '991811']"
3977,661206,H,2020-04-09 09:21:19,"['887472', '887341', '887390']",i,"['991834', '991796', '991811']"
3978,661206,J,2020-04-09 09:21:22,"['887472', '887341', '887390']",i,"['991834', '991796', '991811']"
3979,661207,G,2020-04-08 15:16:08,"['887489', '887274', '887288', '887131', '887488', '887490', '887195']",d,"['991778', '991756', '991838', '991740', '991782']"
3980,661207,H,2020-04-09 13:29:39,"['887489', '887274', '887288', '887131', '887488', '887490', '887195']",d,"['991778', '991756', '991838', '991740', '991782']"
3981,661207,I,2020-04-10 14:29:16,"['887489', '887274', '887288', '887131', '887488', '887490', '887195']",d,"['991778', '991756', '991838', '991740', '991782']"
3982,661207,I,2020-04-13 16:50:17,"['887489', '887274', '887288', '887131', '887488', '887490', '887195']",d,"['991778', '991756', '991838', '991740', '991782']"
3983,661207,J,2020-04-14 11:12:39,"['887489', '887274', '887288', '887131', '887488', '887490', '887195']",d,"['991778', '991756', '991838', '991740', '991782']"
3984,661208,G,2020-04-09 01:00:00,"['887514', '887446', '887487', '887510', '887516', '887512', '887509', '887515']",g,"['991837', '991827', '991845']"
3985,661208,H,2020-04-09 10:58:16,"['887514', '887446', '887487', '887510', '887516', '887512', '887509', '887515']",g,"['991837', '991827', '991845']"
3986,661208,J,2020-04-09 12:56:42,"['887514', '887446', '887487', '887510', '887516', '887512', '887509', '887515']",g,"['991837', '991827', '991845']"
3987,661209,G,2020-04-09 16:02:31,"['887437', '887119', '887309', '887313', '887453', '887374']",o,"['991790', '991825', '991807', '991789', '991736', '991830']"
3988,661209,H,2020-04-09 16:26:21,"['887437', '887119', '887309', '887313', '887453', '887374']",o,"['991790', '991825', '991807', '991789', '991736', '991830']"
3989,661209,J,2020-04-10 11:10:47,"['887437', '887119', '887309', '887313', '887453', '887374']",o,"['991790', '991825', '991807', '991789', '991736', '991830']"
3990,661210,G,2020-04-10 09:19:30,"['887518', '887520', '887519', '887280', '887450']",m,"['991829', '991781', '991846']"
3991,661210,H,2020-04-10 16:57:40,"['887518', '887520', '887519', '887280', '887450']",m,"['991829', '991781', '991846']"
3992,661210,J,2020-04-13 17:10:46,"['887518', '887520', '887519', '887280', '887450']",m,"['991829', '991781', '991846']"
3993,661211,G,2020-04-10 10:46:07,"['887227', '887434']",c,"['991765', '991824']"
3994,661211,H,2020-04-10 10:53:38,"['887227', '887434']",c,"['991765', '991824']"
3995,661211,J,2020-04-10 12:50:50,"['887227', '887434']",c,"['991765', '991824']"
3996,661212,G,2020-04-10 12:20:34,"['887414', '887442', '887550', '887441', '887567', '887569', '887566', '887551', '887553', '887565']",n,"['991855', '991858', '991826', '991816']"
3997,661212,H,2020-04-13 10:10:10,"['887414', '887442', '887550', '887441', '887567', '887569', '887566', '887551', '887553', '887565']",n,"['991855', '991858', '991826', '991816']"
3998,661212,J,2020-04-13 13:05:45,"['887414', '887442', '887550', '887441', '887567', '887569', '887566', '887551', '887553', '887565']",n,"['991855', '991858', '991826', '991816']"
3999,661213,G,2020-04-10 18:17:14,"['887428', '887530', '887531', '887464', '887466', '887529']",f,"['991822', '991832', '991849']"
4000,661213,H,2020-04-14 09:20:03,"['887428', '887530', '887531', '887464', '887466', '887529']",f,"['991822', '991832', '991849']"
4001,661213,J,2020-04-14 13:46:31,"['887428', '887530', '887531', '887464', '887466', '887529']",f,"['991822', '991832', '991849']"
4002,661214,G,2020-04-13 11:18:24,"['887401', '887505', '887507', '887346']",k,"['991843', '991844', '991813', '991797']"
4003,661214,H,2020-04-14 11:10:19,"['887401', '887505', '887507', '887346']",k,"['991843', '991844', '991813', '991797']"
4004,661214,J,2020-04-14 14:27:58,"['887401', '887505', '887507', '887346']",k,"['991843', '991844', '991813', '991797']"
4005,661215,G,2020-04-13 12:13:44,"['887325', '887537', '887350', '887539', '887540', '887538']",a,"['991851', '991799', '991793']"
4006,661215,H,2020-04-14 14:00:40,"['887325', '887537', '887350', '887539', '887540', '887538']",a,"['991851', '991799', '991793']"
4007,661215,J,2020-04-14 14:56:27,"['887325', '887537', '887350', '887539', '887540', '887538']",a,"['991851', '991799', '991793']"
4008,661216,G,2020-04-13 15:52:47,"['887562', '887479', '887555', '887573', '887571', '887556', '887574', '887561', '887478', '887557', '887570', '887572']",j,"['991835', '991856', '991860', '991859']"
4009,661216,H,2020-04-14 09:59:35,"['887562', '887479', '887555', '887573', '887571', '887556', '887574', '887561', '887478', '887557', '887570', '887572']",j,"['991835', '991856', '991860', '991859']"
4010,661216,J,2020-04-14 15:45:39,"['887562', '887479', '887555', '887573', '887571', '887556', '887574', '887561', '887478', '887557', '887570', '887572']",j,"['991835', '991856', '991860', '991859']"
4011,661217,G,2020-04-14 01:00:00,"['887262', '887542']",l,"['991852', '991776']"
4012,661217,H,2020-04-14 09:23:43,"['887262', '887542']",l,"['991852', '991776']"
4013,661217,J,2020-04-14 16:52:21,"['887262', '887542']",l,"['991852', '991776']"
4014,661218,G,2020-04-14 12:19:55,"['887547', '887611', '887599', '887601', '887549', '887600', '887546', '887548', '887610', '887597', '887598', '887596']",p,"['991864', '991854', '991866']"
4015,661218,H,2020-04-15 09:54:59,"['887547', '887611', '887599', '887601', '887549', '887600', '887546', '887548', '887610', '887597', '887598', '887596']",p,"['991864', '991854', '991866']"
4016,661218,J,2020-04-15 09:58:22,"['887547', '887611', '887599', '887601', '887549', '887600', '887546', '887548', '887610', '887597', '887598', '887596']",p,"['991864', '991854', '991866']"
4017,661219,G,2020-04-15 16:06:23,"['887357', '887545', '887543', '887457']",h,"['991853', '991831', '991802']"
4018,661219,H,2020-04-16 15:09:17,"['887357', '887545', '887543', '887457']",h,"['991853', '991831', '991802']"
4019,661219,J,2020-04-16 15:58:32,"['887357', '887545', '887543', '887457']",h,"['991853', '991831', '991802']"
4020,661220,G,2020-04-16 10:24:38,"['887524', '887352', '887535', '887526', '887152']",e,"['991850', '991745', '991848', '991800']"
4021,661220,H,2020-04-16 12:45:57,"['887524', '887352', '887535', '887526', '887152']",e,"['991850', '991745', '991848', '991800']"
4022,661220,J,2020-04-16 12:53:31,"['887524', '887352', '887535', '887526', '887152']",e,"['991850', '991745', '991848', '991800']"
4023,661221,G,2020-04-16 11:20:34,"['887591', '887521', '887588', '887592', '887587', '887590', '887589']",q,"['991862', '991847']"
4024,661221,H,2020-04-17 10:51:31,"['887591', '887521', '887588', '887592', '887587', '887590', '887589']",q,"['991862', '991847']"
4025,661221,J,2020-04-17 12:27:26,"['887591', '887521', '887588', '887592', '887587', '887590', '887589']",q,"['991862', '991847']"
4026,661222,G,2020-04-16 16:24:25,"['887337', '887644', '887339', '887362']",i,"['991796', '991874', '991803']"
4027,661222,H,2020-04-17 19:17:11,"['887337', '887644', '887339', '887362']",i,"['991796', '991874', '991803']"
4028,661222,J,2020-04-20 08:51:56,"['887337', '887644', '887339', '887362']",i,"['991796', '991874', '991803']"
4029,661223,G,2020-04-17 09:20:18,"['887511', '887413', '887492']",g,"['991839', '991815', '991845']"
4030,661223,H,2020-04-17 11:28:10,"['887511', '887413', '887492']",g,"['991839', '991815', '991845']"
4031,661223,J,2020-04-20 10:46:36,"['887511', '887413', '887492']",g,"['991839', '991815', '991845']"
4032,661224,G,2020-04-17 10:36:54,"['887583', '887581', '887580', '887582', '887577', '887585', '887579', '887584']",d,['991861']
4033,661224,H,2020-04-17 14:00:02,"['887583', '887581', '887580', '887582', '887577', '887585', '887579', '887584']",d,['991861']
4034,661224,I,2020-04-17 16:24:11,"['887583', '887581', '887580', '887582', '887577', '887585', '887579', '887584']",d,['991861']
4035,661224,I,2020-04-17 18:06:05,"['887583', '887581', '887580', '887582', '887577', '887585', '887579', '887584']",d,['991861']
4036,661224,J,2020-04-20 17:06:20,"['887583', '887581', '887580', '887582', '887577', '887585', '887579', '887584']",d,['991861']
4037,661225,G,2020-04-17 16:12:11,"['887552', '887602', '887605', '887329', '887320', '887563', '887606', '887252', '887603', '887564', '887568']",n,"['991773', '991794', '991857', '991855', '991792', '991865', '991858']"
4038,661225,H,2020-04-17 18:50:06,"['887552', '887602', '887605', '887329', '887320', '887563', '887606', '887252', '887603', '887564', '887568']",n,"['991773', '991794', '991857', '991855', '991792', '991865', '991858']"
4039,661225,J,2020-04-20 09:01:48,"['887552', '887602', '887605', '887329', '887320', '887563', '887606', '887252', '887603', '887564', '887568']",n,"['991773', '991794', '991857', '991855', '991792', '991865', '991858']"
4040,661226,G,2020-04-19 01:00:00,"['887594', '887595', '887593', '887655', '887651']",f,"['991876', '991863']"
4041,661226,H,2020-04-20 14:29:57,"['887594', '887595', '887593', '887655', '887651']",f,"['991876', '991863']"
4042,661226,J,2020-04-21 12:28:03,"['887594', '887595', '887593', '887655', '887651']",f,"['991876', '991863']"
4043,661227,G,2020-04-20 16:55:57,"['887559', '887558', '887575', '887554', '887576']",j,"['991860', '991856']"
4044,661227,H,2020-04-21 12:37:39,"['887559', '887558', '887575', '887554', '887576']",j,"['991860', '991856']"
4045,661227,J,2020-04-21 15:01:52,"['887559', '887558', '887575', '887554', '887576']",j,"['991860', '991856']"
4046,661228,G,2020-04-20 19:25:33,"['887620', '887619', '887617', '887616', '887618', '887621']",a,['991868']
4047,661228,H,2020-04-22 09:41:58,"['887620', '887619', '887617', '887616', '887618', '887621']",a,['991868']
4048,661228,J,2020-04-23 12:37:35,"['887620', '887619', '887617', '887616', '887618', '887621']",a,['991868']
4049,661229,G,2020-04-21 13:15:15,"['887622', '887623', '887624']",c,['991869']
4050,661229,H,2020-04-21 16:37:08,"['887622', '887623', '887624']",c,['991869']
4051,661229,I,2020-04-21 16:42:42,"['887622', '887623', '887624']",c,['991869']
4052,661229,I,2020-04-22 09:54:11,"['887622', '887623', '887624']",c,['991869']
4053,661229,J,2020-04-23 11:57:20,"['887622', '887623', '887624']",c,['991869']
4054,661230,G,2020-04-21 19:18:40,"['887665', '887664', '887609', '887607', '887608']",p,"['991878', '991866']"
4055,661230,H,2020-04-22 15:03:16,"['887665', '887664', '887609', '887607', '887608']",p,"['991878', '991866']"
4056,661230,J,2020-04-22 16:35:27,"['887665', '887664', '887609', '887607', '887608']",p,"['991878', '991866']"
4057,661231,G,2020-04-22 09:54:32,"['887614', '887612', '887613']",k,['991867']
4058,661231,H,2020-04-23 10:33:54,"['887614', '887612', '887613']",k,['991867']
4059,661231,J,2020-04-23 10:41:23,"['887614', '887612', '887613']",k,['991867']
4060,661232,G,2020-04-22 11:01:51,"['887641', '887640', '887625', '887639', '887432', '887638', '887626', '887643']",l,"['991823', '991870', '991873']"
4061,661232,H,2020-04-22 13:05:01,"['887641', '887640', '887625', '887639', '887432', '887638', '887626', '887643']",l,"['991823', '991870', '991873']"
4062,661232,J,2020-04-22 15:29:58,"['887641', '887640', '887625', '887639', '887432', '887638', '887626', '887643']",l,"['991823', '991870', '991873']"
4063,661233,G,2020-04-23 10:29:13,"['887659', '887661', '887660', '887656', '887636', '887663', '887662', '887657', '887527', '887637', '887635']",e,"['991848', '991872', '991877']"
4064,661233,H,2020-04-23 14:45:10,"['887659', '887661', '887660', '887656', '887636', '887663', '887662', '887657', '887527', '887637', '887635']",e,"['991848', '991872', '991877']"
4065,661233,J,2020-04-23 15:49:39,"['887659', '887661', '887660', '887656', '887636', '887663', '887662', '887657', '887527', '887637', '887635']",e,"['991848', '991872', '991877']"
4066,661234,G,2020-04-23 17:18:30,"['887629', '887627', '887628', '887631', '887630', '887633', '887632', '887544']",h,"['991871', '991853']"
4067,661234,H,2020-04-27 10:24:09,"['887629', '887627', '887628', '887631', '887630', '887633', '887632', '887544']",h,"['991871', '991853']"
4068,661234,J,2020-04-28 10:39:11,"['887629', '887627', '887628', '887631', '887630', '887633', '887632', '887544']",h,"['991871', '991853']"
4069,661235,G,2020-04-24 01:00:00,"['887650', '887689', '887647', '887649', '887645', '887474', '887692', '887690', '887646', '887648']",i,"['991834', '991875', '991874', '991885']"
4070,661235,H,2020-04-24 09:03:18,"['887650', '887689', '887647', '887649', '887645', '887474', '887692', '887690', '887646', '887648']",i,"['991834', '991875', '991874', '991885']"
4071,661235,J,2020-04-24 09:35:46,"['887650', '887689', '887647', '887649', '887645', '887474', '887692', '887690', '887646', '887648']",i,"['991834', '991875', '991874', '991885']"
4072,661236,G,2020-04-27 16:14:11,['887046'],b,['991719']
4073,661236,H,2020-04-28 16:32:50,['887046'],b,['991719']
4074,661236,J,2020-04-28 18:27:06,['887046'],b,['991719']
4075,661237,G,2020-04-27 16:20:01,"['887652', '887666', '887654', '887653']",f,"['991876', '991879']"
4076,661237,H,2020-04-27 16:46:56,"['887652', '887666', '887654', '887653']",f,"['991876', '991879']"
4077,661237,J,2020-04-28 10:59:26,"['887652', '887666', '887654', '887653']",f,"['991876', '991879']"
4078,661238,G,2020-04-28 09:29:33,"['887513', '887708', '887705', '887421', '887707', '887699', '887697', '887706']",g,"['991817', '991887', '991889', '991845']"
4079,661238,H,2020-04-28 12:05:36,"['887513', '887708', '887705', '887421', '887707', '887699', '887697', '887706']",g,"['991817', '991887', '991889', '991845']"
4080,661238,J,2020-04-28 14:49:26,"['887513', '887708', '887705', '887421', '887707', '887699', '887697', '887706']",g,"['991817', '991887', '991889', '991845']"
4081,661239,G,2020-04-28 16:03:44,"['887671', '887745', '887672', '887742', '887711', '887710', '887714', '887709', '887673', '887715', '887713', '887676', '887674', '887675', '887741', '887677', '887679']",o,"['991881', '991895', '991882', '991890']"
4082,661239,H,2020-04-29 10:19:01,"['887671', '887745', '887672', '887742', '887711', '887710', '887714', '887709', '887673', '887715', '887713', '887676', '887674', '887675', '887741', '887677', '887679']",o,"['991881', '991895', '991882', '991890']"
4083,661239,J,2020-04-30 09:57:26,"['887671', '887745', '887672', '887742', '887711', '887710', '887714', '887709', '887673', '887715', '887713', '887676', '887674', '887675', '887741', '887677', '887679']",o,"['991881', '991895', '991882', '991890']"
4084,661240,G,2020-04-29 01:00:00,"['887726', '887669', '887737', '887735', '887727', '887731', '887734', '887724', '887670', '887667', '887732', '887739', '887668']",n,"['991894', '991893', '991880']"
4085,661240,H,2020-04-29 12:06:40,"['887726', '887669', '887737', '887735', '887727', '887731', '887734', '887724', '887670', '887667', '887732', '887739', '887668']",n,"['991894', '991893', '991880']"
4086,661240,J,2020-04-30 15:16:13,"['887726', '887669', '887737', '887735', '887727', '887731', '887734', '887724', '887670', '887667', '887732', '887739', '887668']",n,"['991894', '991893', '991880']"
4087,661241,G,2020-05-01 10:47:40,['887560'],j,['991856']
4088,661241,H,2020-05-01 17:15:20,['887560'],j,['991856']
4089,661241,J,2020-05-04 09:00:41,['887560'],j,['991856']
4090,661242,G,2020-05-01 11:23:39,"['887685', '887684', '887517', '887686']",m,"['991846', '991884']"
4091,661242,H,2020-05-01 19:37:08,"['887685', '887684', '887517', '887686']",m,"['991846', '991884']"
4092,661242,I,2020-05-04 11:38:46,"['887685', '887684', '887517', '887686']",m,"['991846', '991884']"
4093,661242,J,2020-05-04 13:24:20,"['887685', '887684', '887517', '887686']",m,"['991846', '991884']"
4094,661243,G,2020-05-01 15:01:38,"['887680', '887682', '887695', '887694', '887683', '887693', '887681']",q,"['991886', '991883']"
4095,661243,H,2020-05-01 16:57:56,"['887680', '887682', '887695', '887694', '887683', '887693', '887681']",q,"['991886', '991883']"
4096,661243,I,2020-05-04 14:20:14,"['887680', '887682', '887695', '887694', '887683', '887693', '887681']",q,"['991886', '991883']"
4097,661243,I,2020-05-05 13:18:37,"['887680', '887682', '887695', '887694', '887683', '887693', '887681']",q,"['991886', '991883']"
4098,661243,I,2020-05-05 14:48:37,"['887680', '887682', '887695', '887694', '887683', '887693', '887681']",q,"['991886', '991883']"
4099,661243,I,2020-05-06 09:43:20,"['887680', '887682', '887695', '887694', '887683', '887693', '887681']",q,"['991886', '991883']"
4100,661243,J,2020-05-06 13:21:41,"['887680', '887682', '887695', '887694', '887683', '887693', '887681']",q,"['991886', '991883']"
4101,661244,G,2020-05-01 18:24:31,['887642'],l,['991873']
4102,661244,H,2020-05-04 09:35:33,['887642'],l,['991873']
4103,661244,J,2020-05-04 15:33:56,['887642'],l,['991873']
4104,661245,G,2020-05-01 20:22:55,"['887701', '887779', '887702', '887703']",c,"['991888', '991905']"
4105,661245,H,2020-05-04 10:07:45,"['887701', '887779', '887702', '887703']",c,"['991888', '991905']"
4106,661245,J,2020-05-04 15:26:10,"['887701', '887779', '887702', '887703']",c,"['991888', '991905']"
4107,661246,G,2020-05-04 01:00:00,"['887691', '887688', '887716']",i,"['991891', '991885']"
4108,661246,H,2020-05-04 15:21:34,"['887691', '887688', '887716']",i,"['991891', '991885']"
4109,661246,J,2020-05-05 10:41:30,"['887691', '887688', '887716']",i,"['991891', '991885']"
4110,661247,G,2020-05-04 11:59:14,"['887658', '887719', '887634', '887720', '887718', '887787', '887722', '887721', '887723']",e,"['991892', '991872', '991907', '991877']"
4111,661247,H,2020-05-05 15:33:00,"['887658', '887719', '887634', '887720', '887718', '887787', '887722', '887721', '887723']",e,"['991892', '991872', '991907', '991877']"
4112,661247,J,2020-05-06 12:40:08,"['887658', '887719', '887634', '887720', '887718', '887787', '887722', '887721', '887723']",e,"['991892', '991872', '991907', '991877']"
4113,661248,G,2020-05-04 17:34:42,"['887762', '887615']",a,"['991900', '991868']"
4114,661248,H,2020-05-05 12:15:19,"['887762', '887615']",a,"['991900', '991868']"
4115,661248,J,2020-05-05 17:12:45,"['887762', '887615']",a,"['991900', '991868']"
4116,661249,G,2020-05-04 17:47:14,"['887760', '887757', '887761', '887808', '887758', '887804', '887586', '887759', '887756', '887578', '887807', '887803', '887806']",d,"['991899', '991911', '991861']"
4117,661249,H,2020-05-05 14:59:29,"['887760', '887757', '887761', '887808', '887758', '887804', '887586', '887759', '887756', '887578', '887807', '887803', '887806']",d,"['991899', '991911', '991861']"
4118,661249,J,2020-05-05 17:18:18,"['887760', '887757', '887761', '887808', '887758', '887804', '887586', '887759', '887756', '887578', '887807', '887803', '887806']",d,"['991899', '991911', '991861']"
4119,661250,G,2020-05-05 11:41:08,"['887747', '887748', '887755', '887746']",p,"['991896', '991898']"
4120,661250,H,2020-05-05 15:47:56,"['887747', '887748', '887755', '887746']",p,"['991896', '991898']"
